71,7.0,164.0,1.0,1.0,0.875,0.875,0.006,0.869,0.875
72,3.0,69.0,0.0,1.0,1.000,0.750,0.000,0.860,0.857
73,3.0,52.0,3.0,1.0,0.500,0.750,0.055,0.578,0.600
74,0.0,6.0,1.0,0.0,0.000,0.000,0.143,0.000,0.000
75,4.0,17.0,1.0,0.0,0.800,1.000,0.056,0.869,0.889
76,0.0,4.0,2.0,0.0,0.000,0.000,0.333,0.000,0.000
77,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0.000
78,146.0,1876.0,34.0,18.0,0.811,0.890,0.018,0.836,0.849
79,29.0,2684.0,20.0,7.0,0.592,0.806,0.007,0.686,0.682
80,0.0,5.0,0.0,0.0,0.000,0.000,0.000,0.000,0.000
81,15.0,8759.0,6.0,2.0,0.714,0.882,0.001,0.793,0.789
89,51.0,3556.0,24.0,14.0,0.680,0.785,0.007,0.725,0.729
90,19.0,460.0,13.0,2.0,0.594,0.905,0.027,0.719,0.717
91,16.0,256.0,3.0,4.0,0.842,0.800,0.012,0.807,0.821
92,30.0,290.0,2.0,5.0,0.938,0.857,0.007,0.885,0.896
93,7.0,10290.0,1.0,5.0,0.875,0.583,0.000,0.714,0.700
94,9.0,248.0,3.0,5.0,0.750,0.643,0.012,0.679,0.692
95,59.0,1164.0,20.0,18.0,0.747,0.766,0.017,0.740,0.756
96,59.0,440.0,11.0,6.0,0.843,0.908,0.024,0.856,0.874
97,18.0,386.0,9.0,2.0,0.667,0.900,0.023,0.762,0.766
98,13.0,327.0,6.0,3.0,0.684,0.812,0.018,0.732,0.743
99,84.0,1412.0,27.0,21.0,0.757,0.800,0.019,0.761,0.778
100,14.0,35594.0,58.0,5.0,0.194,0.737,0.002,0.378,0.308
101,9.0,36559.0,59.0,8.0,0.132,0.529,0.002,0.264,0.212
102,13.0,32478.0,59.0,6.0,0.181,0.684,0.002,0.351,0.286
103,2.0,21838.0,44.0,2.0,0.043,0.500,0.002,0.147,0.080
104,2.0,25162.0,49.0,2.0,0.039,0.500,0.002,0.140,0.073
105,4.0,8712.0,12.0,1.0,0.250,0.800,0.001,0.447,0.381
106,24.0,18643.0,40.0,3.0,0.375,0.889,0.002,0.577,0.527
107,92.0,85685.0,152.0,25.0,0.377,0.786,0.002,0.544,0.510
108,36.0,77182.0,112.0,9.0,0.243,0.800,0.001,0.441,0.373
109,11.0,74202.0,130.0,16.0,0.078,0.407,0.002,0.178,0.131
110,5.0,63113.0,95.0,10.0,0.050,0.333,0.002,0.129,0.087
111,3.0,67752.0,109.0,8.0,0.027,0.273,0.002,0.085,0.049
112,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0.000
113,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0.000
114,1.0,0.0,0.0,0.0,1.000,1.000,0.000,0.000,1.000
115,20.0,28763.0,65.0,8.0,0.235,0.714,0.002,0.409,0.354
116,13.0,13240.0,15.0,0.0,0.464,1.000,0.001,0.681,0.634
117,0.0,140.0,1.0,0.0,0.000,0.000,0.007,0.000,0.000
118,0.0,42.0,1.0,0.0,0.000,0.000,0.023,0.000,0.000
119,22.0,8836.0,16.0,5.0,0.579,0.815,0.002,0.686,0.677
